deploymentID,locationID,locationName,latitude,longitude,coordinateUncertainty,deploymentStart,deploymentEnd,setupBy,cameraID,cameraModel,cameraDelay,cameraHeight,cameraDepth,cameraTilt,cameraHeading,detectionDistance,timestampIssues,baitUse,featureType,habitat,deploymentGroups,deploymentTags,deploymentComments
C01_01_0,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C01_01_2,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C01_02_4,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,True,,,,,,
C02_01_5,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C04_01_6,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C05_01_12,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C05_01_7,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C05_01_9,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C08_01_14,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C08_01_15,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C09_01_16,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C10_01_19,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C10_01_20,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C11_01_22,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C11_01_23,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C11_01_24,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C11_01_25,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C13_01_26,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C14_01_28,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C14_01_29,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C14_01_30,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C16_01_33,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C16_02_34,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,True,,,,,,
C17_01_37,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C17_01_42,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C18_01_43,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C18_01_44,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C20_01_47,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C21_01_48,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C23_01_49,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C23_01_50,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C23_02_51,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,True,,,,,,
C24_01_52,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C24_01_53,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
C24_02_54,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,True,,,,,,
C24_02_55,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,True,,,,,,
HE01_01_1,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE01_01_2,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE01_01_3,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE01_01_4,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE02_01_10,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE02_01_7,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE02_01_8,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE02_02_0,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE03_01_13,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE03_01_14,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE03_01_16,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE03_01_19,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE03_01_20,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE03_01_22,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE03_02_1,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE04_01_24,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE04_02_20,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE04_02_3,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE05_01_25,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE06_01_29,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE06_01_30,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE06_01_31,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE07_01_32,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE07_01_36,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE07_02_21,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE07_02_5,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE08_01_38,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE08_01_39,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE09_01_40,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE09_01_41,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE09_01_43,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE09_02_8,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE09_02_9,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE10_01_44,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE10_01_45,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE10_02_10,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE10_02_11,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE11_02_12,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE11_02_22,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE12_01_46,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE12_01_47,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE12_01_49,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE12_01_52,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE12_02_13,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE12_02_25,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE13_01_54,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE13_01_55,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE13_01_56,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE13_01_57,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE15_01_60,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE15_01_62,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE15_02_14,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE17_01_66,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE17_02_15,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE17_02_27,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE17_02_30,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE19_01_68,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE20_01_69,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE20_01_72,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE20_02_31,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE21_02_16,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE21_02_33,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE22_01_83,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE22_02_19,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE23_01_85,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE23_01_86,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE23_02_17,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE24_01_87,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE24_01_90,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE24_01_95,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE24_02_18,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE24_02_35,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE24_02_38,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE24_02_40,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
HE24_02_41,,,0.0,0.0,,2023-01-01T00:00:00+00:00,2023-12-31T23:59:59+00:00,,,,,,,,,,False,,,,,,
